surname	firstname	twostephash	uid
Daniel	 Mr. Robert Williams	{98310, 996362, 550924, 1537548, 568848, 1527824, 306710, 586774, 1837590, 1322521, 1493532, 749085, 1158176, 811042, 794659, 202277, 679462, 333863, 729640, 1949733, 1778732, 689711, 236592, 1407025, 652341, 1854005, 442423, 1031737, 68154, 1281594, 1413180, 625213, 2023995, 2039870, 644684, 1922636, 520782, 270927, 1607758, 788050, 1637973, 203350, 232023, 1797717, 1938517, 597084, 1307228, 495198, 1432668, 782434, 868450, 845412, 1432163, 1497198, 829552, 223859, 494195, 951411, 1263732, 32383, 1148544, 1984651, 1740434, 691859, 389268, 252569, 1074331, 39072, 664737, 1324192, 906920, 429225, 1039528, 579244, 2009262, 587439, 1640635, 752830, 2042558, 971969, 2035905, 230086, 745673, 112330, 1918154, 872655, 1613009, 1556180, 1862877, 1271009, 1827049, 1643243, 813804, 316142, 1247471, 1992942, 471281, 2014450, 1814773, 1650423, 1795323, 218366, 1535745, 1775362, 713477, 824070, 1144070, 1646344, 1245449, 1809163, 1341708, 1925901, 1750799, 364306, 609554, 157466, 544539, 772891, 1559836, 1454367, 1443618, 276776, 329001, 465195, 140076, 481069, 1205547, 1550125, 1899821, 1671475, 739124, 355125, 805173, 1849144, 1055034, 260412, 567102, 1603902, 786752, 927554, 127303, 264008, 802120, 1539401, 1151311, 632150, 1005398, 200031, 1418591, 293730, 1727330, 1091941, 867176, 1345390, 1469296, 683890, 808821, 1290617, 487932, 1229695, 1326463, 1336708, 998283, 1203083, 1582476, 1580431, 181137, 91028, 169879, 1572763, 1889186, 1372079, 1523122, 123829, 709557, 1601462, 1693115, 1449918, 220102, 1174983, 797641, 1126346, 1812429, 744402, 768982, 1884120, 1107417, 773598, 1256414, 242149, 1589222, 775656, 929258, 1915371, 1564141, 1488878, 1071088, 1769968, 454644, 1704948, 239606, 1342972, 313854}	607
Palsson	 Master. Gosta Leonard	{144388, 1493509, 577544, 996362, 1542157, 235022, 1894417, 120341, 586774, 1024533, 1114645, 1167388, 1494045, 1533984, 629283, 963621, 679462, 729640, 1180714, 970797, 490543, 1357359, 1749553, 801846, 1220664, 69179, 1816127, 335937, 580161, 1064513, 1628227, 1847874, 1651270, 191052, 134734, 1686608, 788050, 1717331, 861270, 1402456, 345690, 1000026, 984156, 602206, 1986147, 1559140, 701029, 1018470, 1501802, 496238, 1261168, 1804402, 223859, 1404533, 614006, 493690, 591483, 106109, 1091718, 787079, 957063, 1353862, 126090, 505994, 1413769, 634510, 514192, 1509528, 549531, 1379489, 2016933, 1953959, 1908909, 21683, 1644214, 1478328, 373945, 1128636, 1150652, 2042558, 2035905, 58562, 1278153, 1726666, 1918154, 764620, 411854, 500431, 948946, 31955, 433875, 1568469, 1601748, 233178, 1195228, 902878, 174816, 1264864, 34532, 1302249, 259310, 364785, 404213, 1131766, 2011895, 1965817, 1112315, 1519366, 1245449, 625419, 1125644, 691473, 943891, 864533, 721176, 1206040, 676639, 1443618, 1147173, 1008939, 1787180, 1550125, 572207, 1677616, 1497394, 805173, 501560, 1598266, 260412, 359743, 1647935, 927554, 1398085, 1420617, 1442126, 1170769, 464722, 1516372, 121176, 1816921, 1297245, 792927, 263008, 1070945, 1117023, 1526623, 620388, 733541, 1730917, 528747, 762735, 326513, 914293, 1945461, 1921399, 839033, 1390978, 1951619, 1098629, 440205, 1323917, 1544077, 718743, 807321, 222618, 834971, 1678235, 147870, 1237408, 1565091, 637863, 269224, 243114, 99755, 1741231, 1770416, 1271218, 199603, 2017715, 337846, 1373624, 540608, 107458, 393158, 822727, 986567, 1174983, 934347, 1162188, 1812429, 1892304, 618449, 1210833, 520155, 463838, 323040, 1994722, 1758700, 926702, 1553905, 988662, 1959417}	7
Adahl	 Mr. Mauritz Nils Martin	{1681412, 319498, 1537548, 1114645, 586774, 999962, 1158176, 729640, 1180715, 1778732, 1790509, 689711, 1767984, 664626, 1854005, 1198651, 667710, 335937, 1137220, 1661508, 702534, 383047, 520263, 1122376, 633420, 1922636, 1144398, 270927, 515664, 218193, 788050, 1162830, 203350, 861270, 1305686, 2021975, 1881179, 602206, 954463, 1675361, 868450, 967267, 1636963, 1140838, 1043562, 1280621, 496238, 1497198, 829552, 1733746, 494195, 1281652, 223861, 1948793, 1090169, 1273467, 952956, 105599, 1413766, 787079, 126090, 505994, 1458322, 1740434, 389268, 1798807, 47771, 1074331, 682655, 1865888, 1492641, 1201315, 1703080, 165548, 579244, 932021, 1994425, 1940673, 58562, 500426, 1918154, 433875, 930003, 1157844, 1568469, 624855, 233178, 1302249, 172779, 259310, 861934, 1531120, 1168625, 404213, 872182, 1760506, 1112315, 234237, 1698046, 544513, 1535745, 617732, 713477, 976647, 665353, 1245449, 1809163, 1125644, 1875217, 364306, 2008850, 1596182, 27929, 193818, 772891, 504094, 29472, 462114, 2037031, 140076, 1263919, 822067, 1671475, 355125, 1849144, 1003835, 1603902, 444225, 997191, 264008, 1442126, 819535, 722256, 1560911, 778066, 274260, 632150, 185688, 514907, 200031, 263008, 865122, 1091941, 1730917, 1230184, 1988971, 1554284, 1588590, 1566064, 980340, 1488759, 1352057, 1646970, 1737086, 1326463, 2020226, 1951619, 1045892, 1443206, 909192, 1582476, 440205, 1118094, 1580431, 1034650, 834971, 294305, 509345, 1565091, 1889186, 99755, 1550253, 1821103, 1931695, 1601462, 330680, 1072056, 1693115, 107458, 972226, 220102, 730567, 822727, 12745, 797641, 1174983, 1286086, 1762763, 93141, 1107417, 1939420, 348125, 1256414, 828385, 242149, 775656, 1923562, 1915371, 237552, 77298, 1704948, 239606, 1342972, 588798}	365
Ridsdale	 Miss. Lucy	{1106951, 1626120, 332297, 1886732, 235022, 1627154, 1049619, 1158176, 1980452, 1437221, 1778732, 970797, 1700397, 691247, 801846, 474187, 259152, 1620048, 1739862, 1402456, 486494, 967267, 701029, 391789, 1926253, 1847921, 114291, 1090169, 1916029, 1514109, 815745, 1471624, 323721, 81044, 389268, 1509528, 447652, 727717, 1581733, 1953959, 211116, 1358513, 1128636, 489663, 1156290, 96455, 1351373, 1598669, 1960141, 1831123, 850649, 1170649, 107229, 1821405, 1145072, 706806, 1664252, 1698046, 1706239, 355583, 617732, 713477, 736517, 24839, 1313544, 665353, 1213705, 525071, 1572116, 1134870, 1607958, 193818, 226074, 61724, 253214, 1478946, 133926, 156972, 1263919, 256823, 1731385, 604475, 1647935, 1356096, 1729343, 475458, 142152, 1420617, 1806664, 1884488, 973132, 1601869, 819535, 778066, 703833, 1816921, 1117023, 799072, 1058144, 1526623, 1343337, 1717103, 350580, 15740, 1737086, 1559427, 909192, 6027, 143757, 1481109, 279450, 1228187, 1163166, 243114, 294831, 368560, 1296304, 1271218, 1141684, 709557, 337846, 910776, 1977274, 1426879, 540608, 1461186, 772548, 83917, 1210833, 55766, 456665, 463838, 905696, 1994722, 21989, 1743846, 667623, 994280, 929258, 1923562, 416749, 441326, 1553905, 592373, 988662, 1959417, 1612794, 1519099}	526
Larsson	 Mr. August Viktor	{1323008, 1654275, 144388, 1493509, 459782, 1070601, 2035209, 737298, 397331, 1114645, 586774, 1812503, 1713686, 1454621, 350752, 1158176, 1567779, 1036324, 1437221, 729640, 878633, 916522, 212526, 689711, 105522, 242746, 69179, 758842, 963134, 335937, 1847874, 1628227, 1530951, 772169, 899660, 2008652, 632398, 218193, 788050, 232019, 623704, 547421, 602206, 61023, 875104, 1675361, 1907297, 1980512, 1018470, 829552, 1404533, 1056375, 112762, 1273467, 1751166, 943233, 1697410, 1091718, 957063, 126090, 57489, 1229969, 1740434, 213652, 1509528, 1556632, 446107, 39072, 1379489, 1953959, 1565870, 1478328, 1162939, 1128636, 1150652, 489663, 1130690, 1278153, 500426, 1829066, 764620, 1918154, 2024162, 1746659, 34532, 1209061, 402152, 1452265, 691949, 861934, 1090041, 2011895, 1760506, 234237, 531198, 1535745, 1519366, 982281, 1245449, 640284, 635165, 562466, 1443618, 1147173, 464167, 1726250, 1732906, 1787180, 1550125, 433966, 572207, 1640753, 235314, 656690, 822067, 1671475, 2022199, 501560, 1032005, 1442126, 464722, 432985, 249180, 54110, 200031, 792927, 1117023, 2017119, 505699, 1372003, 1258855, 1970023, 528747, 4974, 625519, 1853297, 1921399, 1464184, 1352057, 767866, 104319, 1951619, 1023876, 1202566, 2032006, 318856, 1313161, 386956, 461199, 1580431, 222618, 94618, 834971, 147870, 783262, 833953, 1203620, 377256, 267691, 1544108, 540589, 2017715, 1729972, 994229, 348600, 1373624, 1693115, 1225665, 762310, 1174983, 1559498, 1892304, 618449, 303573, 1117144, 1256414, 907743, 323040, 1011680, 1246687, 1542625, 744421, 775656, 331755, 1182193, 1704948, 870901, 1959417, 582650, 1331196, 588798}	713
Parkes	" Mr. Francis ""Frank"""	{1189383, 1542157, 1920015, 1527824, 1049619, 1114645, 586774, 948766, 1533984, 88097, 456232, 132649, 729640, 829997, 1790509, 1600566, 2023995, 1198651, 1816127, 335937, 81986, 1137220, 941126, 383047, 1740874, 644684, 1446988, 1607758, 1800781, 1108560, 788050, 1388116, 1900117, 10327, 1884761, 345690, 1432668, 394333, 602206, 418913, 1140838, 1046638, 650354, 599170, 1949316, 327813, 863877, 126090, 891021, 1474701, 1229969, 796309, 682646, 39072, 1581733, 1703080, 1929903, 138930, 21683, 1332402, 1440445, 202430, 1024191, 371905, 886983, 1636040, 1918154, 500431, 739536, 1760980, 1296085, 233178, 599770, 902878, 323808, 697576, 112362, 224495, 364785, 1956597, 109815, 1019131, 961277, 218366, 1278721, 133890, 1535745, 24839, 1213705, 1245449, 1689870, 157466, 1381149, 1820448, 1443618, 47907, 1773858, 706853, 276776, 655656, 400682, 1008939, 1550125, 433966, 1671475, 1955636, 774454, 1379126, 1731385, 563003, 624459, 1047886, 1209171, 943444, 58199, 185688, 1501528, 200031, 1856353, 620388, 733541, 1589609, 157547, 1806705, 1644415, 1852287, 1951619, 1838468, 1937797, 1362312, 1122189, 1580431, 297360, 834971, 741789, 335263, 509345, 116644, 722340, 99755, 113070, 1723823, 709557, 1693115, 409020, 1426879, 528834, 513987, 1461186, 760774, 762310, 986567, 1174983, 778188, 615375, 633303, 1498584, 1620440, 16858, 596955, 638941, 1256414, 2027998, 1007588, 775656, 975337, 150507, 1472494, 1704948, 1959417, 656893}	277
Clarke	 Mrs. Charles V (Ada Maria Winfield)	{1729538, 1654275, 98310, 1102855, 577544, 1213958, 319498, 2035209, 235022, 997902, 1920015, 1400849, 1114645, 306710, 1158176, 88097, 1428000, 794659, 1130019, 202277, 679462, 1077797, 1437221, 1206314, 1778732, 1700397, 2011188, 14394, 1281594, 257084, 489534, 811583, 335937, 1054785, 1137220, 474187, 2008652, 632398, 1981519, 515664, 1887826, 1899093, 861270, 648280, 1402456, 818267, 547421, 595549, 602206, 954463, 1307743, 1497698, 967267, 1133158, 1014893, 362094, 496238, 829552, 1699441, 951411, 441462, 60539, 130685, 1488511, 32383, 105599, 27785, 126090, 1984651, 1317517, 1740434, 924307, 81044, 389268, 682646, 1090197, 1395859, 47771, 446107, 1492124, 664737, 1201315, 339109, 906920, 1039528, 509105, 138930, 178867, 554162, 1119923, 868022, 1645233, 1843379, 158908, 752830, 1856193, 58562, 1156290, 1932482, 1940673, 230086, 111304, 1960141, 500431, 1613009, 1568469, 850649, 599770, 1170649, 1241310, 1260768, 1271009, 1799393, 1150691, 697576, 1302249, 172779, 1643243, 691949, 1967340, 1655535, 141552, 442096, 1992942, 2014450, 404213, 706806, 1519863, 1956597, 1019131, 1664252, 961277, 1698046, 1914623, 780543, 1795323, 375041, 1278721, 1535745, 23300, 617732, 713477, 24839, 861444, 665353, 1563906, 44811, 1896719, 609554, 1177366, 2005271, 193818, 544539, 1559322, 635165, 761119, 29472, 1454367, 143650, 462114, 655656, 1326888, 1757480, 1349419, 433966, 98095, 1263919, 1671475, 35637, 274230, 355125, 1849144, 1003835, 444225, 977732, 264008, 1539401, 1626952, 1600331, 973132, 1857869, 1442126, 819535, 1305424, 1333583, 1508686, 1831761, 1005398, 277336, 432985, 249180, 260958, 323423, 1418591, 1526623, 1727330, 1730917, 872295, 867176, 1343337, 1589609, 1254251, 1797993, 82286, 1817456, 670577, 348531, 298868, 808821, 1290617, 1229695, 2020226, 1149827, 1336708, 1951619, 2032006, 909192, 1323917, 1580431, 1439633, 218514, 428946, 91028, 1504150, 169879, 831895, 1034650, 834971, 621980, 1153437, 613790, 890783, 294305, 833953, 722340, 243114, 267691, 279467, 963499, 1043373, 1145259, 1296304, 1821103, 456114, 658355, 298420, 709557, 994229, 1107892, 330680, 1193396, 1523122, 1693115, 2027957, 951229, 540608, 772548, 1009605, 1286086, 1126346, 328652, 865230, 615375, 1679822, 744402, 1980372, 93141, 456665, 1917404, 1256414, 314337, 506850, 1632227, 21989, 1794022, 667623, 775656, 975337, 929258, 85483, 150507, 331755, 1500136, 1915371, 1769968, 1553905, 1923562, 1704948, 1521659}	426
O'Connor	 Mr. Maurice	{459782, 1620488, 586774, 1998875, 719907, 1098279, 1269293, 689711, 277040, 882748, 1701438, 667710, 531524, 560710, 520263, 702029, 218193, 788050, 861270, 1839705, 547421, 871007, 1240159, 967267, 1912934, 1159274, 198764, 496238, 951411, 441462, 1273467, 106109, 343169, 957063, 505994, 1229969, 1330321, 1740434, 58517, 1798807, 682655, 39072, 1478328, 364729, 1994425, 1150652, 1493694, 1514177, 1375938, 1082057, 1278153, 1918154, 1314509, 30926, 499411, 1618644, 1568469, 1916120, 233178, 437469, 623326, 1271009, 461026, 1210597, 2001125, 1302249, 1281258, 861934, 1531120, 730355, 404213, 1296629, 1853689, 1760506, 234237, 544513, 1089282, 617732, 665353, 1245449, 651532, 1875217, 943891, 193818, 760091, 936732, 1147173, 829735, 780076, 1550125, 572207, 308529, 1528625, 822067, 1671475, 501560, 886073, 1697088, 1535297, 864076, 973132, 819535, 1627474, 842581, 1005398, 78168, 1617758, 620388, 1730917, 1258855, 1250664, 1970023, 1554284, 587631, 752495, 298868, 407413, 1352057, 1737086, 104319, 1443206, 994698, 386956, 1580431, 1432976, 180115, 954774, 1401239, 920478, 1565091, 324012, 1821103, 806321, 121269, 330680, 1072056, 1693115, 908734, 130502, 393158, 730567, 1174983, 1559498, 1762763, 1393628, 1256414, 323040, 727009, 828385, 1044964, 775656, 1923562, 450027, 1704948}	459
Van Impe	 Mr. Jean Baptiste	{61448, 1429514, 473101, 1388559, 1527824, 1049619, 748052, 827413, 586774, 1024533, 438808, 1814554, 456232, 729640, 1281576, 1265198, 1749553, 1600566, 69179, 784955, 1448507, 2023995, 1646656, 939587, 1661508, 644684, 134734, 304719, 634446, 437329, 788050, 1162830, 2021975, 1740376, 1884761, 984156, 1432668, 1922655, 1907297, 1310315, 829552, 502899, 1090169, 493690, 81020, 525438, 370822, 1038983, 1091718, 323721, 1229969, 582806, 330396, 810141, 39072, 1379489, 165548, 2002609, 1332402, 695487, 1156290, 1895622, 1983174, 961737, 1918154, 1780939, 1960141, 187088, 936150, 1040089, 233178, 459998, 1408223, 1638112, 1576676, 1041637, 706806, 1965817, 1664252, 719102, 218366, 953599, 1535745, 1158916, 24839, 434439, 1213705, 1107210, 1119499, 1245449, 1341708, 1809163, 1472274, 2008850, 27929, 157466, 293657, 772891, 676639, 1713952, 1443618, 1587490, 1351461, 1757480, 329001, 1550125, 1582896, 1767729, 1497394, 1671475, 738100, 739124, 566585, 757561, 1731385, 1464124, 1494333, 112448, 555328, 702790, 315213, 1877328, 1909584, 1390421, 632150, 2017115, 200031, 1406307, 895848, 1098602, 1394542, 182642, 980340, 1652596, 624502, 1754998, 696696, 1212792, 614270, 143748, 1937797, 1588616, 622475, 711052, 380301, 998283, 428946, 1620882, 1096097, 1931695, 1296304, 1770416, 2017715, 709557, 4027, 1693115, 1702333, 1975740, 1426879, 1461186, 551364, 162246, 220102, 1174983, 74705, 1658327, 456665, 520155, 1410524, 101853, 348125, 364509, 1256414, 1311712, 1581020, 242149, 775656, 1045481, 276463, 1997298, 1704948, 774133, 239606}	595
Nicola-Yarred	 Master. Elias	{1654275, 144388, 281092, 849414, 1614342, 1620488, 550924, 724494, 87573, 306710, 586774, 1164312, 1024533, 1114645, 920602, 178715, 818717, 1533984, 1556514, 794659, 202277, 679462, 729640, 1672233, 910381, 1749553, 442423, 1220664, 1031737, 1281594, 69179, 1413180, 1589818, 335937, 839749, 560710, 1016903, 1433159, 632398, 895568, 1071185, 788050, 1052757, 861270, 2015320, 1839705, 884827, 597084, 984156, 602206, 1507933, 425056, 1907297, 1922655, 1980512, 192623, 1261168, 223859, 951411, 441462, 105599, 1560197, 1091718, 126090, 505994, 435852, 1216141, 1973386, 845455, 829584, 892560, 1771156, 1320085, 446107, 1196704, 1379489, 1781413, 429225, 1446077, 1579198, 2042558, 2035905, 58562, 1130690, 645832, 961737, 1082057, 1918154, 1314509, 500431, 1777362, 1925331, 1568469, 1916120, 233178, 1026784, 1271009, 982248, 1302249, 1643243, 691949, 861934, 1871089, 404213, 1965817, 100090, 1795323, 799997, 824070, 1245449, 1341194, 166155, 1348362, 1809163, 133392, 943889, 364306, 609554, 1817363, 494871, 170264, 2003224, 635165, 676639, 995615, 1443618, 1436461, 433966, 1550125, 1497394, 805173, 260412, 359743, 927554, 977732, 1743177, 864076, 1442126, 1151311, 1627474, 842581, 632150, 1005398, 1088854, 432985, 1561430, 1819478, 1297245, 1617758, 200031, 1418591, 293730, 1730917, 1345390, 407413, 111478, 624502, 808821, 1122678, 1059706, 1290617, 1983864, 781699, 1951619, 880005, 1098629, 1855367, 491403, 623500, 998283, 535950, 1323917, 1582476, 530836, 992150, 834971, 1572763, 670621, 1565091, 637863, 269224, 1295272, 264108, 2017715, 348600, 1525177, 915388, 220102, 393158, 1174983, 1337293, 1812429, 924624, 825297, 744402, 768982, 1347542, 520155, 907743, 1044964, 242149, 1758700, 1488878, 239606, 497142}	125
O'Brien	" Mrs. Thomas (Johanna ""Hannah"" Godfrey)"	{1294337, 577544, 1433612, 1527824, 1533984, 784426, 362541, 956461, 1341488, 1220664, 315458, 1687619, 1865797, 1280073, 1607758, 114768, 1167451, 1675361, 829552, 1804402, 1364095, 505994, 1503370, 1450132, 39072, 788648, 16560, 59584, 1726666, 1745099, 1960141, 2001125, 528617, 1386731, 1724653, 1992942, 1519863, 715006, 608529, 760091, 862491, 57636, 276776, 336178, 1671475, 180543, 860481, 973132, 819535, 78168, 792927, 137568, 1554788, 733541, 1730917, 1390978, 1937797, 2032006, 1087884, 1630610, 1466777, 1171869, 833953, 1565091, 1821103, 1831348, 1124794, 756159, 772548, 1606084, 762310, 864716, 463310, 1972710, 989672, 1866219, 1589744, 473587, 1339892, 170487, 1751544, 1493509, 76294, 1362449, 1511957, 1808918, 963095, 178715, 1815075, 1077797, 1700397, 1354292, 209463, 1854007, 2023995, 1137220, 1350212, 1651270, 873034, 1145419, 1907281, 547421, 967267, 1813091, 256621, 496238, 1432184, 258685, 402048, 1559181, 1948323, 1217199, 907953, 1942199, 246456, 168641, 1508034, 1514177, 1551052, 948946, 1618644, 1903327, 142048, 1026784, 1325802, 404213, 2011895, 713477, 1313544, 1614601, 1393422, 928531, 932633, 1932075, 568109, 1528625, 574273, 1370948, 942926, 1696590, 387926, 1297245, 1856353, 1254251, 1579887, 1229695, 1149827, 88973, 1504150, 199580, 637863, 269224, 160681, 672683, 994229, 623547, 1383359, 1162188, 1256414, 1176545, 2008036, 1500136, 480247, 1729538, 1772552, 54288, 1494045, 719907, 984099, 1672233, 1842226, 21557, 392246, 1090626, 1485890, 435276, 1539159, 101464, 1756248, 1045595, 1881179, 1307743, 1705068, 423027, 951411, 441462, 105599, 343169, 1545357, 251022, 806041, 1924252, 664737, 1039528, 554162, 703667, 1332402, 371905, 1238212, 1199301, 1817818, 1180897, 1631460, 806128, 1787132, 218366, 617732, 1635600, 691473, 193818, 1105178, 562466, 1264931, 2037031, 329001, 308529, 1897780, 1742135, 1068350, 359743, 1649984, 1398085, 113995, 249180, 1103227, 109955, 1838468, 296326, 994698, 433548, 1666471, 1011114, 267691, 376243, 1693115, 816577, 130502, 1131982, 1543649, 1768931, 775656, 1758700, 1930753, 1213958, 2035209, 564746, 120341, 1437221, 132649, 597549, 1336879, 669232, 1801775, 644684, 466513, 960088, 1140316, 1261168, 1097340, 634510, 1740434, 706205, 579244, 1271481, 1568469, 38627, 1302249, 638700, 435960, 1099515, 1535745, 388870, 665353, 839433, 1771283, 157466, 1820448, 530219, 780076, 739124, 778066, 974679, 849760, 1343337, 980844, 683890, 34681, 507773, 522111, 372613, 1122183, 909192, 1109906, 1126346, 1892304, 1347542, 727009, 925668, 667623, 1198058, 331755, 339950, 237552, 1019895, 751610, 1521659, 1861630}	186
Brocklebank	 Mr. William Alfred	{880642, 849414, 98310, 379910, 258570, 550924, 235022, 503310, 1871889, 1856019, 272405, 586774, 178715, 1644060, 749085, 948766, 794659, 1817124, 202277, 132649, 1672233, 829997, 970797, 489007, 236592, 1341488, 801846, 487992, 1031737, 14394, 2023995, 446524, 616509, 1054785, 1137220, 644684, 1800781, 1607758, 114768, 788050, 1116244, 1388116, 203350, 861270, 1402456, 668249, 1637973, 1307228, 1432668, 782434, 1432163, 527973, 701029, 618601, 1412713, 1705068, 496238, 1046638, 1497198, 1176178, 494195, 441462, 105599, 626816, 1491584, 32383, 1949316, 1161861, 1560197, 505994, 1503370, 435852, 714380, 1216141, 1973386, 1238160, 1229969, 1740434, 330396, 706205, 897694, 39072, 429225, 1332402, 1143997, 371905, 230086, 745673, 112330, 1918154, 1613009, 1831123, 1601748, 1568469, 233178, 730336, 1026784, 1748712, 1302249, 633579, 316142, 589039, 1247471, 2014450, 404213, 1814773, 1795323, 218366, 1535745, 1563906, 824070, 1646344, 1245449, 739086, 846608, 711953, 609554, 564499, 157466, 544539, 1454367, 1820448, 2038561, 562466, 1443618, 1587490, 917797, 1773858, 1757480, 329001, 465195, 1252140, 481069, 1550125, 1648941, 1767729, 1671475, 1811257, 1284410, 567102, 1603902, 802120, 1420617, 1539401, 1743177, 864076, 1941836, 1151311, 1619795, 1516372, 1005398, 1527131, 200031, 1418591, 293730, 1727330, 1091941, 1730917, 1583975, 867176, 1797993, 610669, 1345390, 1469296, 1921399, 696696, 344953, 1059706, 1349499, 1730425, 2026872, 669566, 1986432, 907651, 1838468, 1937797, 491403, 433548, 735628, 1122189, 1580431, 181137, 91028, 169879, 1034650, 1572763, 1096097, 1889186, 1868710, 1666471, 243114, 1693613, 1372079, 337846, 540608, 1606084, 58313, 346058, 797641, 1337293, 74705, 744402, 452563, 1210833, 768982, 1347542, 265178, 1393628, 638941, 1256414, 908767, 1311712, 1410524, 1994722, 925668, 1007588, 1280998, 1468391, 775656, 1271272, 1915371, 1562605, 1769968, 1553905, 592373, 988662, 313854}	614
